        FINAL POST-CLEARING PRICES AS OF 07/22/20 10:32 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE  ACTUAL VOL       SETT         VOL         INT
1CE Chicago Ethanol (Platts) Calendar Spread Option -
-50        ----      ----      ----      ----       .11    UNCH                    .11                     200
-75        ----      ----      ----      ----       .08    UNCH                    .08                      50
WA APR21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .25    UNCH                    .25                     300
-100       ----      ----      ----      ----       .05    UNCH                    .05                    1250
-25        ----      ----      ----      ----       .13    UNCH                    .13                    1300
-45        ----      ----      ----      ----       .08    UNCH                    .08                    2000
-50        ----      ----      ----      ----       .07    UNCH                    .07                     450
WA MAY21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .25    UNCH                    .25                     300
-100       ----      ----      ----      ----       .05    UNCH                    .05                    1250
-25        ----      ----      ----      ----       .14    UNCH                    .14                    1300
-45        ----      ----      ----      ----       .09    UNCH                    .09                    2000
-50        ----      ----      ----      ----       .08    UNCH                    .08                     450
WA JUN21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .25    UNCH                    .25                     300
-100       ----      ----      ----      ----       .05    UNCH                    .05                    1250
-25        ----      ----      ----      ----       .14    UNCH                    .14                    1300
-45        ----      ----      ----      ----       .09    UNCH                    .09                    2000
-50        ----      ----      ----      ----       .08    UNCH                    .08                     450
WA JLY21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .28    -.01                    .29                     300
-100       ----      ----      ----      ----       .06    UNCH                    .06                    1250
-25        ----      ----      ----      ----       .17    UNCH                    .17                    1300
-45        ----      ----      ----      ----       .11    -.01                    .12                    2000
-50        ----      ----      ----      ----       .10    -.01                    .11                     450
WA AUG21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .31    +.01                    .30                     300
-100       ----      ----      ----      ----       .06    UNCH                    .06                    1250
-25        ----      ----      ----      ----       .19    UNCH                    .19                    1300
-45        ----      ----      ----      ----       .13    UNCH                    .13                    2000
-50        ----      ----      ----      ----       .12    UNCH                    .12                     450
WA SEP21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .31    UNCH                    .31                     300
-100       ----      ----      ----      ----       .07    UNCH                    .07                    1250
-25        ----      ----      ----      ----       .20    UNCH                    .20                    1300
-45        ----      ----      ----      ----       .14    UNCH                    .14                    2000
-50        ----      ----      ----      ----       .12    UNCH                    .12                     450
WA OCT21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .32    UNCH                    .32                     300
-100       ----      ----      ----      ----       .07    UNCH                    .07                    1250
-25        ----      ----      ----      ----       .21    UNCH                    .21                    1300
-45        ----      ----      ----      ----       .15    UNCH                    .15                    2000
-50        ----      ----      ----      ----       .14    UNCH                    .14                     450
WA NOV21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .34    UNCH                    .34                     300
-100       ----      ----      ----      ----       .08    UNCH                    .08                    1250
-25        ----      ----      ----      ----       .22    UNCH                    .22                    1300
-45        ----      ----      ----      ----       .16    UNCH                    .16                    2000
-50        ----      ----      ----      ----       .15    UNCH                    .15                     450
WA DEC21 WTI Calendar Spread Option - 1 Month PUT
0          ----      ----      ----      ----       .34    +.01                    .33                     300
-100       ----      ----      ----      ----       .08    UNCH                    .08                    1250
-25        ----      ----      ----      ----       .23    +.01                    .22                    1300
-45        ----      ----      ----      ----       .17    +.01                    .16                    1000
-50        ----      ----      ----      ----       .15    UNCH                    .15                     450
WA JAN22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .20    UNCH                    .20                     600
WA FEB22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .22    -.01                    .23                     600
WA MAR22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .29    UNCH                    .29                     600
WA APR22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .28    UNCH                    .28                     600
WA MAY22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .29    +.01                    .28                     600
WA JUN22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .28    UNCH                    .28                     600
WA JLY22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .29    UNCH                    .29                     600
WA AUG22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .30    UNCH                    .30                     600
WA SEP22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .31    UNCH                    .31                     600
WA OCT22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .32    UNCH                    .32                     600
WA NOV22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .32    UNCH                    .32                     600
WA DEC22 WTI Calendar Spread Option - 1 Month PUT
-100       ----      ----      ----      ----       .35    +.01                    .34                     600
TOTAL                                                            ACTUAL VOL                 VOLUME    OPEN INT
TOTAL                                                                  9100                   9250      230962
LO SEP20 Light Sweet Crude Oil Option CALL
1000       ----     31.99B    31.19A    31.87B    31.91    -.02                  31.93                       2
10000      ----      ----      ----      ----       .01    UNCH                    .01                     288
10150      ----      ----      ----      ----       .01    UNCH                    .01                      26
10250      ----      ----      ----      ----       .01    UNCH                    .01                       1
10300      ----      ----      ----      ----       .01    UNCH                    .01                       3
10350      ----      ----      ----      ----       .01    UNCH                    .01                       5
10400      ----      ----      ----      ----       .01    UNCH                    .01                       3
1050       ----     31.49B    30.69A    31.37B    31.41    -.02                  31.43
10500      ----      ----      ----      ----       .01    UNCH                    .01                     230
10900      ----      ----      ----      ----       .01    UNCH                    .01                       1
1100       ----     30.99B    30.20A    30.87B    30.91    -.02                  30.93
11000      ----      ----      ----      ----       .01    UNCH                    .01                     100
11100      ----      ----      ----      ----       .01    UNCH                    .01                       3
11500      ----      ----      ----      ----       .01    UNCH                    .01                      75
1300       ----     29.00B    28.20A    28.87B    28.91    -.03                  28.94                       4
13250      ----      ----      ----      ----       .01    UNCH                    .01                      18
1450       ----     27.50B    26.70A    27.38B    27.42    -.02                  27.44
150        ----      ----      ----      ----     40.40    -.02                  40.42                       1
1500       ----     27.00B    26.19A    26.88B    26.92    -.02                  26.94                       2
1550       ----     26.50B    25.69A    26.38B    26.42    -.02                  26.44                       3
1600      25.42     26.00B    25.19A    25.88B    25.92    -.02           1      25.94                       4
1650      24.92     25.50B    24.76A    25.38B    25.42    ----           1       ----
1700       ----     25.01B    24.19A    24.88B    24.92    -.02                  24.94                       2
1750       ----     24.51B    23.69A    24.38B    24.42    -.02                  24.44                       3
1800      23.84     24.01B    23.19A    23.88B    23.92    -.03           1      23.95                      17
1850       ----     23.51B    22.70A    23.39B    23.42    -.03                  23.45                       1
1900      22.85     23.01B    22.20A    22.89B    22.93    -.02           1      22.95           3           5
19000      ----      ----      ----      ----       .01    UNCH                    .01                      40
1950      22.08     22.51B    21.70A    22.39B    22.43    -.02           2      22.45           1           1
200        ----      ----      ----      ----     39.90    -.02                  39.92
2000       ----     22.01B    21.20A    21.89B    21.93    -.02                  21.95                     192
2050       ----     21.51B    20.72A    21.39B    21.43    -.02                  21.45                       1
2100       ----     21.02B    20.22A    20.90B    20.93    -.03                  20.96                     100
2150       ----     20.52B    19.73A    20.40B    20.43    -.03                  20.46           1          10
2200       ----     20.02B    19.23A    19.90B    19.94    -.02                  19.96           1          11
2250       ----     19.52B    18.73A    19.40B    19.44    -.02                  19.46                      10
2300       ----     19.03B    18.24A    18.91B    18.94    -.02                  18.96                     505
2350       ----     18.53B    17.74A    18.41B    18.44    -.03                  18.47                      94
2400       ----     18.03B    17.24A    17.91B    17.95    -.02                  17.97                     349
2450       ----     17.53B    16.75A    17.41B    17.45    -.02                  17.47                     105
2500       ----     17.04B    16.25A    16.92B    16.95    -.03                  16.98                    1976
2550       ----     16.53B    15.75A    16.42B    16.46    -.02                  16.48                     994
2600      15.38     16.05B    15.26A    15.93B    15.96    -.02           1      15.98                     368
2650       ----     15.55B    14.76A    15.43B    15.46    -.03                  15.49                      21
2700       ----     15.05B    14.27A    14.93B    14.97    -.02                  14.99                    1158
2750       ----     14.55B    13.78A    14.44B    14.47    -.03                  14.50                     390
2800       ----     14.06B    13.28A    13.95B    13.98    -.02                  14.00           1        1310
2850       ----     13.57B    12.79A    13.45B    13.49    -.02                  13.51           1        1695
2900       ----     13.08B    12.30A    12.96B    12.99    -.03                  13.02                    1573
2950       ----     12.58B    11.81A    12.47B    12.50    -.02                  12.52           2         394
3000       ----     12.08B    11.32A    11.97B    12.01    -.02                  12.03           2        7363
3050       ----     11.60B    10.84A    11.49B    11.52    -.02                  11.54                     921
3100      11.10     11.11B    10.35A    11.00B    11.03    -.02           2      11.05                     707
3150       ----     10.62B     9.87A    10.51B    10.54    -.03                  10.57                     671
3200       9.43     10.13B     9.39A    10.03B    10.06    -.02           1      10.08                    1438
3250       ----      9.65B     8.91A     9.54B     9.58    -.02                   9.60                     390
3300       ----      9.17B     8.44A     9.06B     9.09    -.03                   9.12                    1453
3350       ----      8.69B     7.96A     8.58B     8.62    -.02                   8.64           1        1970
3400       ----      8.22B     7.50A     8.11B     8.14    -.03                   8.17                    3005
3450       ----      7.74B     7.03A     7.64B     7.67    -.02                   7.69                     722
350        ----      ----      ----      ----     38.40    -.02                  38.42                       1
3500       6.70      7.28B     6.57A     7.17B     7.20    -.02         240       7.22          63        5305
3550       ----      6.81B     6.11A     6.71B     6.74    -.02                   6.76                    1725
3600       5.93      6.35B     5.66A     6.25B     6.28    -.02           7       6.30           1        3748
3650       ----      5.90B     5.22A     5.80B     5.83    -.01                   5.84                    1030
3700       ----      5.45B     4.79A     5.36B     5.38    -.01                   5.39          14        3321
3750       4.89      5.01B     4.36A     4.92B     4.94    -.01           1       4.95           2        1813
3800       4.08      4.58B     3.94A     4.49B     4.51    -.01          29       4.52          57        6226
3850       4.03      4.16B     3.54A     4.07B     4.09    -.01          83       4.10           1         899
3900       3.26      3.75B     3.16A     3.66B     3.68    -.01          11       3.69         380        2141
3950       2.85      3.35B     2.78A     3.27B     3.29    UNCH           4       3.29          21        1523
400        ----      ----      ----      ----     37.90    -.02                  37.92                       2
4000       2.66      2.97B     2.42A     2.89B     2.91    UNCH          25       2.91          68       12932
4050       2.31      2.60B     2.08A     2.53B     2.54    -.01         122       2.55          20        1251
4100       2.00      2.25B     1.77A     2.19B     2.20    UNCH         131       2.20         387        3794
4150       1.74      1.93B     1.49A     1.88B     1.88    -.01         439       1.89         145        2943
4200       1.45      1.63B     1.24A     1.59B     1.59    -.01         734       1.60         943        4741
4250       1.21      1.36B     1.02A     1.33B     1.33    -.01         140       1.34        1252        2461
4300        .98      1.13B      .83A     1.11B     1.10    -.01         446       1.11         782        2422
4350        .85       .93B      .68A      .91A      .90    -.01         372        .91         244        1840
4400        .68       .76       .55A      .76       .73    -.02         399        .75         969        5528
4450        .57       .63       .45A      .61A      .60    -.02         154        .62         215        2281
4500        .45       .52       .37       .52       .49    -.02        1703        .51        1676       20907
4550        .36       .43B      .31A      .43B      .41    -.01          24        .42         566        1877
4600        .34       .35B      .26A      .35B      .34    -.02         151        .36        1087        3310
4650        .30       .30       .23A      .30       .29    -.02          15        .31          85        1035
4700        .21       .26B      .20A      .26B      .25    -.01         127        .26        1000        3145
4750        .17       .22B      .17       .22B      .22    -.01          18        .23         105        1779
4800        .19       .20B      .16A      .20B      .19    -.01           4        .20         313        8155
4850        .17       .18B      .15A      .17B      .17    -.01          55        .18         145         776
4900        .13       .15       .13       .15       .15    -.02         504        .17         290        1918
4950        .14       .14       .12A      .14B      .14    -.01           3        .15          67         541
500        ----     36.99B    36.18A    36.87B    36.90    -.02                  36.92                       2
5000        .12       .13       .11       .13       .13    -.01         584        .14         392       18338
5050        .13       .13       .10       .12B      .12    -.01         154        .13         130         398
5100        .10       .10       .10       .10       .11    -.01          14        .12          97        3232
5150       ----      ----       .09A      .10B      .10    -.01                    .11           3        1332
5200       ----      ----       .09A      .09A      .09    -.01           4        .10         189        7420
5250       ----      ----       .08A      .08A      .09    -.01                    .10           2        1332
5300       ----      ----       .08A      .08A      .08    -.01                    .09           2        5827
5350       ----      ----       .07A      .07A      .08    -.01                    .09           6        2247
5400       ----      ----       .07A      .07A      .07    -.01                    .08         102        5991
5450       ----      ----       .07A      .07A      .07    -.01                    .08         145        2074
550        ----     36.49B    35.68A    36.37B    36.40    -.02                  36.42                       3
5500        .06       .06       .06       .06       .06    -.01           8        .07         270       17132
5550       ----      ----       .06A      .06A      .06    -.01                    .07           3        1296
5600        .05       .06B      .05       .05       .06    UNCH          92        .06          13        2525
5650       ----      ----      ----      ----       .05    -.01                    .06                    1036
5700       ----      ----       .05A      .05A      .05    -.01                    .06           4        2215
5750       ----      ----      ----      ----       .05    UNCH                    .05          17         269
5800       ----      ----      ----      ----       .04    -.01                    .05         104        1919
5850        .04       .04       .04       .04       .04    -.01           2        .05                      91
5900        .04       .04       .04       .04       .04    -.01           1        .05                    1125
5950       ----      ----      ----      ----       .04    UNCH                    .04                     728
6000        .04       .04       .04       .04       .03    -.01          20        .04                   10506
6050       ----      ----      ----      ----       .03    -.01                    .04                     160
6100       ----      ----      ----      ----       .03    -.01                    .04                    1343
6150       ----      ----      ----      ----       .03    UNCH                    .03           1          86
6200       ----      ----      ----      ----       .03    UNCH                    .03                    7498
6250       ----      ----      ----      ----       .03    UNCH                    .03                     369
6300       ----      ----      ----      ----       .03    UNCH                    .03                    1634
6350       ----      ----      ----      ----       .02    -.01                    .03                     612
6400        .02       .02       .02       .02       .02    -.01           4        .03                     360
6450       ----      ----      ----      ----       .02    -.01                    .03                     333
650        ----     35.48B    34.69A    35.37B    35.40    -.02                  35.42                       1
6500        .02       .02       .02       .02       .02    UNCH          24        .02                   13596
6550       ----      ----      ----      ----       .02    UNCH                    .02                     274
6600       ----      ----      ----      ----       .02    UNCH                    .02         360        1960
6650       ----      ----      ----      ----       .02    UNCH                    .02                      21
6700       ----      ----      ----      ----       .02    UNCH           6        .02          16        6102
6750       ----      ----      ----      ----       .02    UNCH                    .02          50         165
6800       ----      ----      ----      ----       .01    -.01                    .02         137         355
6850       ----      ----      ----      ----       .01    -.01                    .02                     125
6900       ----      ----      ----      ----       .01    -.01                    .02          50         289
6950       ----      ----      ----      ----       .01    -.01                    .02                     174
7000       ----      ----      ----      ----       .01    UNCH                    .01          44        4647
7050       ----      ----      ----      ----       .01    UNCH                    .01                     167
7100       ----      ----      ----      ----       .01    UNCH                    .01                     428
7150       ----      ----      ----      ----       .01    UNCH                    .01                     106
7200       ----      ----      ----      ----       .01    UNCH                    .01                     286
7250        .01       .01       .01       .01       .01    UNCH           1        .01                     157
7300        .01       .01       .01       .01       .01    UNCH          10        .01                     279
7350        .01       .01       .01       .01       .01    UNCH           2        .01         100         188
7400        .01       .01       .01       .01       .01    UNCH          54        .01                     145
7450        .01       .01       .01       .01       .01    UNCH           2        .01                     186
7500       ----      ----      ----      ----       .01    UNCH                    .01          43        2103
7550       ----      ----      ----      ----       .01    UNCH                    .01                     157
7600       ----      ----      ----      ----       .01    UNCH                    .01                     289
7650       ----      ----      ----      ----       .01    UNCH                    .01                      50
7700       ----      ----      ----      ----       .01    UNCH                    .01                     168
7750       ----      ----      ----      ----       .01    UNCH                    .01                       7
7800       ----      ----      ----      ----       .01    UNCH                    .01                     141
7850       ----      ----      ----      ----       .01    UNCH                    .01                      72
7900       ----      ----      ----      ----       .01    UNCH                    .01                      22
7950       ----      ----      ----      ----       .01    UNCH                    .01                      18
8000       ----      ----      ----      ----       .01    UNCH                    .01                    2658
8050       ----      ----      ----      ----       .01    UNCH                    .01                     136
8100       ----      ----      ----      ----       .01    UNCH                    .01                      88
8150       ----      ----      ----      ----       .01    UNCH                    .01                      82
8200       ----      ----      ----      ----       .01    UNCH                    .01                     205
8300       ----      ----      ----      ----       .01    UNCH                    .01                     125
8350       ----      ----      ----      ----       .01    UNCH                    .01                      52
8400       ----      ----      ----      ----       .01    UNCH                    .01                      75
8450       ----      ----      ----      ----       .01    UNCH                    .01                     374
8500       ----      ----      ----      ----       .01    UNCH                    .01                     566
8650       ----      ----      ----      ----       .01    UNCH                    .01                      13
8700       ----      ----      ----      ----       .01    UNCH                    .01                       1
8950       ----      ----      ----      ----       .01    UNCH                    .01                      40
900        ----     32.98B    32.19A    32.87B    32.91    -.02                  32.93                       1
9000       ----      ----      ----      ----       .01    UNCH                    .01                     252
9100       ----      ----      ----      ----       .01    UNCH                    .01                      90
9150       ----      ----      ----      ----       .01    UNCH                    .01                      13
9200       ----      ----      ----      ----       .01    UNCH                    .01                     160
9250       ----      ----      ----      ----       .01    UNCH                    .01                      31
9300       ----      ----      ----      ----       .01    UNCH                    .01                      37
9350       ----      ----      ----      ----       .01    UNCH                    .01                       1
9400       ----      ----      ----      ----       .01    UNCH                    .01                      35
9450       ----      ----      ----      ----       .01    UNCH                    .01                       5
9500       ----      ----      ----      ----       .01    UNCH                    .01                      54
9550       ----      ----      ----      ----       .01    UNCH                    .01                      10
9600       ----      ----      ----      ----       .01    UNCH                    .01                       4
9650       ----      ----      ----      ----       .01    UNCH                    .01                       5
9700       ----      ----      ----      ----       .01    UNCH                    .01                      38
9750       ----      ----      ----      ----       .01    UNCH                    .01                       5
9800       ----      ----      ----      ----       .01    UNCH                    .01                       9
9850       ----      ----      ----      ----       .01    UNCH                    .01                       6
9900       ----      ----      ----      ----       .01    UNCH                    .01                      36
9950       ----      ----      ----      ----       .01    UNCH                    .01                      27
LO OCT20 Light Sweet Crude Oil Option CALL
10000      ----      ----      ----      ----       .01    UNCH                    .01                     146
10200      ----      ----      ----      ----       .01    UNCH                    .01                      15
10300      ----      ----      ----      ----       .01    UNCH                    .01                      10
10500      ----      ----      ----      ----       .01    UNCH                    .01                      32
10600      ----      ----      ----      ----       .01    UNCH                    .01                      15
10750      ----      ----      ----      ----       .01    UNCH                    .01                       4
1100       ----     31.14B    30.40A    31.04A    31.07    -.02                  31.09                       1
11000      ----      ----      ----      ----       .01    UNCH                    .01                      75
11100      ----      ----      ----      ----       .01    UNCH                    .01                       1
11150      ----      ----      ----      ----       .01    UNCH                    .01                       2
11200      ----      ----      ----      ----       .01    UNCH                    .01                      25
11250      ----      ----      ----      ----       .01    UNCH                    .01                      15
11300      ----      ----      ----      ----       .01    UNCH                    .01                      15
11350      ----      ----      ----      ----       .01    UNCH                    .01                      11
11400      ----      ----      ----      ----       .01    UNCH                    .01                      41
11450      ----      ----      ----      ----       .01    UNCH                    .01                      20
11500      ----      ----      ----      ----       .01    UNCH                    .01                     144
11600      ----      ----      ----      ----       .01    UNCH                    .01                       1
11650      ----      ----      ----      ----       .01    UNCH                    .01                      15
11700      ----      ----      ----      ----       .01    UNCH                    .01                      10
11750      ----      ----      ----      ----       .01    UNCH                    .01                      25
11950      ----      ----      ----      ----       .01    UNCH                    .01                       6
1200       ----     30.15B    29.40A    30.04A    30.07    -.02                  30.09
12500      ----      ----      ----      ----       .01    UNCH                    .01                       7
12750      ----      ----      ----      ----       .01    UNCH                    .01                       7
13250      ----      ----      ----      ----       .01    UNCH                    .01                      15
13500      ----      ----      ----      ----       .01    UNCH                    .01                      10
1500       ----     27.16B    26.42A    27.05A    27.09    -.02                  27.11                       1
15500      ----      ----      ----      ----       .01    UNCH                    .01                       4
15750      ----      ----      ----      ----       .01    UNCH                    .01                       2
16250      ----      ----      ----      ----       .01    UNCH                    .01                       3
1650       ----     25.67B    24.92A    25.56A    25.60    -.02                  25.62                       2
16500      ----      ----      ----      ----       .01    UNCH                    .01                       2
1750       ----     24.68B    23.93A    24.57A    24.60    -.02                  24.62                     134
17500      ----      ----      ----      ----       .01    UNCH                    .01                       2
1800       ----     24.18B    23.43A    24.07A    24.11    -.02                  24.13                       1
1850       ----     23.68B    22.94A    23.58A    23.61    -.02                  23.63                       2
1900       ----     23.19B    22.44A    23.08A    23.12    -.02                  23.14                     471
2000       ----     22.20B    21.45A    22.09A    22.13    -.02                  22.15                      84
2100       ----     21.21B    20.47A    21.10A    21.14    -.02                  21.16                     260
2250       ----     19.73B    18.99A    19.62A    19.66    -.02                  19.68                      18
2300       ----     19.24B    18.50A    19.13A    19.17    -.01                  19.18                       2
2350       ----     18.75B    18.01A    18.64A    18.67    -.02                  18.69                       1
2400       ----     18.25B    17.52A    18.15A    18.18    -.02                  18.20                     471
2500       ----     17.27B    16.54A    17.17A    17.20    -.02                  17.22                       1
2550       ----     16.78B    16.05A    16.68A    16.71    -.02                  16.73
2600       ----     16.30B    15.57A    16.20A    16.23    -.01                  16.24                     260
2650       ----     15.81B    15.09A    15.71A    15.74    -.02                  15.76                       6
2700       ----     15.33B    14.60A    15.23A    15.26    -.01                  15.27                      37
2750       ----     14.84B    14.12A    14.75A    14.77    -.02                  14.79                      74
2800       ----     14.36B    13.64A    14.26A    14.29    -.01                  14.30                      10
2850       ----     13.88B    13.16A    13.78A    13.81    -.01                  13.82                       8
2900       ----     13.40B    12.69A    13.31A    13.34    UNCH                  13.34                      46
2950       ----     12.93B    12.22A    12.83A    12.86    -.01                  12.87                     403
3000       ----     12.45B    11.75A    12.36A    12.39    UNCH                  12.39           1        2062
3050       ----     11.98B    11.28A    11.89A    11.92    UNCH                  11.92                      26
3100       ----     11.51B    10.81A    11.42A    11.45    UNCH                  11.45                     180
3150       ----     11.04B    10.35A    10.96A    10.98    UNCH                  10.98                     123
3200       ----     10.58B     9.89A    10.49A    10.52    +.01                  10.51                     728
3250       ----     10.12B     9.44A    10.03A    10.06    +.01                  10.05                     679
3300       ----      9.66B     8.99A     9.58A     9.60    +.01                   9.59                     345
3350       ----      9.21B     8.54A     9.13A     9.15    +.01                   9.14           1         130
3400       ----      8.76B     8.10A     8.68A     8.70    +.01                   8.69                    1134
3450       ----      8.32B     7.67A     8.24A     8.26    +.02                   8.24           4          86
3500       ----      7.88B     7.24A     7.80A     7.82    +.02                   7.80           4        1293
3550       ----      7.45B     6.81A     7.37B     7.38    +.01                   7.37                     203
3600       ----      7.02B     6.39A     6.94A     6.96    +.02          20       6.94           5         687
3650       ----      6.59B     5.98A     6.52B     6.53    +.02                   6.51                     934
3700       ----      6.18B     5.57A     6.11B     6.12    +.02                   6.10                    1119
3750       ----      5.76B     5.17A     5.70B     5.71    +.02                   5.69                     647
3800       4.98      5.36B     4.79A     5.30B     5.31    +.02           2       5.29           1        2164
3850       ----      4.97B     4.40A     4.91B     4.92    +.03                   4.89                     436
3900       ----      4.59B     4.04A     4.53B     4.53    +.02         196       4.51           7         862
3950       ----      4.21B     3.69A     4.16B     4.16    +.02                   4.14           1         398
4000       3.61      3.85B     3.35A     3.81B     3.80    +.02           4       3.78          11        3684
4050       ----      3.51B     3.01A     3.46A     3.46    +.02                   3.44                    1369
4100       2.77      3.18B     2.70A     3.13A     3.13    +.01          24       3.12          80        2025
4150       ----      2.87B     2.41A     2.82A     2.81    UNCH          10       2.81          66         588
4200       2.28      2.57      2.14A     2.53B     2.52    +.01         416       2.51         329        2083
4250       ----      2.29B     1.89A     2.25A     2.25    +.01          48       2.24          10         604
4300       1.96      2.03B     1.67A     2.00A     1.99    UNCH         110       1.99          94        1492
4350       1.56      1.80B     1.46A     1.77A     1.76    +.01          40       1.75           2         513
4400       1.56      1.58B     1.27A     1.56B     1.55    +.01          16       1.54         426        1604
4450       1.25      1.39B     1.10A     1.37B     1.36    +.01           3       1.35                     176
4500       1.09      1.21B      .95A     1.20B     1.19    +.01         228       1.18        1377        9359
4550        .90      1.05B      .83A     1.04A     1.03    +.01          60       1.02           3         836
4600        .83       .91B      .72       .91B      .90    +.01         513        .89        1951        2587
4650        .76       .79B      .62A      .79B      .78    UNCH           5        .78           3         297
4700        .57       .69B      .54A      .69B      .68    UNCH          25        .68         477        2113
4750        .58       .60B      .47A      .60B      .59    UNCH         234        .59          59         866
4800        .51       .53B      .41A      .52B      .52    UNCH          54        .52          35        1065
4850       ----      ----       .36A      .46B      .45    -.01           1        .46           7         127
4900        .35       .40B      .32A      .40B      .40    -.01           3        .41           6         195
4950       ----      ----       .29A      .36B      .35    -.02                    .37           2         160
5000        .30       .32B      .26A      .32B      .32    -.01         704        .33         981        7776
5050       ----      ----       .23A      .29B      .28    -.02                    .30           1          30
5100        .23       .26B      .21A      .26B      .26    -.01           3        .27           2         673
5150       ----      ----       .19A      .24B      .23    -.02                    .25         236        1055
5200       ----      ----       .18A      .22B      .21    -.02           1        .23          98        4028
5250       ----      ----       .17A      .20B      .20    -.01                    .21           1         341
5300       ----      ----       .16A      .18B      .18    -.02                    .20          66         715
5350       ----      ----       .15A      .17B      .17    -.02           1        .19                     162
5400       ----      ----       .14A      .16B      .16    -.01                    .17         103         723
5450       ----      ----       .13A      .15B      .15    -.01                    .16                      89
5500        .13       .14       .12A      .14       .14    -.01         105        .15         189        1171
5550       ----      ----       .11A      .13B      .13    -.01                    .14                     155
5600        .12       .12       .11A      .12       .12    -.01           2        .13          20         275
5650        .12       .12       .10A      .12       .12    -.01           2        .13           1         159
5700       ----      ----       .10A      .11B      .11    -.01                    .12                     873
5750       ----      ----       .09A      .10B      .10    -.02                    .12          21         105
5800        .10       .10       .09A      .10       .10    -.01           2        .11           2         575
5850       ----      ----       .08A      .09B      .09    -.01                    .10                     132
5900       ----      ----       .08A      .09B      .09    -.01                    .10                     111
5950       ----      ----       .08A      .08A      .09    -.01                    .10                      43
6000       ----      ----       .07A      .08B      .08    -.01                    .09         128        1063
6050       ----      ----       .07A      .08B      .08    -.01                    .09                      13
6100        .08       .08       .07A      .08       .08    -.01           1        .09                     162
6150       ----      ----       .07A      .07A      .07    -.01                    .08                     120
6200       ----      ----       .06A      .07B      .07    -.01                    .08                      50
6250       ----      ----       .06A      .06A      .07    -.01                    .08                      39
6300       ----      ----       .06A      .06A      .07    UNCH                    .07                      35
6350       ----      ----       .06A      .06A      .06    -.01                    .07                      17
6400       ----      ----       .06A      .06A      .06    -.01                    .07                    1854
6450       ----      ----       .05A      .05A      .06    -.01                    .07                      55
6500       ----      ----       .05A      .05A      .06    UNCH                    .06           1        1528
6550       ----      ----       .05A      .05A      .05    -.01                    .06                     150
6600       ----      ----       .05A      .05A      .05    -.01                    .06                      99
6650       ----      ----       .05A      .05A      .05    -.01                    .06                       4
6800       ----      ----      ----      ----       .04    -.01                    .05                      43
6850       ----      ----      ----      ----       .04    -.01                    .05                      32
6900       ----      ----       .04A      .04A      .04    -.01                    .05                       3
6950       ----      ----       .04A      .04A      .04    -.01                    .05                      13
7000       ----      ----      ----      ----       .04    UNCH                    .04           2        2116
7050       ----      ----      ----      ----       .04    UNCH                    .04                       2
7100       ----      ----      ----      ----       .04    UNCH                    .04                      20
7150       ----      ----      ----      ----       .03    -.01                    .04                      20
7200       ----      ----      ----      ----       .03    -.01                    .04                      20
7250       ----      ----      ----      ----       .03    -.01                    .04                      17
7300       ----      ----      ----      ----       .03    -.01                    .04                      77
7350       ----      ----      ----      ----       .03    -.01                    .04                      40
7400       ----      ----      ----      ----       .03    UNCH                    .03                       5
7500       ----      ----      ----      ----       .03    UNCH                    .03                      31
7550       ----      ----      ----      ----       .03    UNCH                    .03                       9
7600       ----      ----      ----      ----       .03    UNCH                    .03                       1
7700       ----      ----      ----      ----       .03    UNCH                    .03                      34
7750       ----      ----      ----      ----       .02    -.01                    .03                      42
7800       ----      ----      ----      ----       .02    -.01                    .03                       2
7900       ----      ----      ----      ----       .02    -.01                    .03          25          33
